surname,district,name,party,position_set,position,start_year
ติยะไพรัช,เชียงราย,ยงยุทธ,พรรคพลังประชาชน,22,ส.ส.,2548
ติยะไพรัช,เชียงราย,ยงยุทธ,พรรคไทยรักไทย,55,ครม.,2548
ไชยศิวามงคล,กาฬสินธุ์,คมเดช,พรรคเพื่อไทย,25,ส.ส.,2562
ไชยศิวามงคล,กาฬสินธุ์,เงิน,พรรคชาติไทย,19,ส.ส.,2538
ไชยศิวามงคล,กาฬสินธุ์,เงิน,พรรคความหวังใหม่,20,ส.ส.,2539
ไชยศิวามงคล,กาฬสินธุ์,คมเดช,พรรคพลังประชาชน,23,ส.ส.,2550
ไชยศิวามงคล,กาฬสินธุ์,คมเดช,พรรคเพื่อไทย,24,ส.ส.,2554
ชาลีรินทร์,ชัยภูมิ,เชิงชาย,พรรคพลังประชารัฐ,25,ส.ส.,2562
ชาลีรินทร์,ชัยภูมิ,อรุณ,พรรคความหวังใหม่,19,ส.ส.,2538
เพ็งนรพัฒน์,ศรีสะเกษ,จาตุรงค์,พรรคเพื่อไทย,25,ส.ส.,2562
เพ็งนรพัฒน์,ศรีสะเกษ,จาตุรงค์,พรรคชาติไทย,19,ส.ส.,2538
เพ็งนรพัฒน์,ศรีสะเกษ,จาตุรงค์,พรรคชาติไทย,20,ส.ส.,2539
เพ็งนรพัฒน์,ศรีสะเกษ,จาตุรงค์,พรรคไทยรักไทย,21,ส.ส.,2544
เพ็งนรพัฒน์,ศรีสะเกษ,จาตุรงค์,พรรคไทยรักไทย,22,ส.ส.,2548
เพ็งนรพัฒน์,ศรีสะเกษ,อุดมลักษณ์,พรรคมัชฌิมาธิปไตย,23,ส.ส.,2550
เพ็งนรพัฒน์,ศรีสะเกษ,อุดมลักษณ์,พรรคภูมิใจไทย,24,ส.ส.,2554
แอกทอง,สุรินทร์,ชูศักดิ์,พรรคเพื่อไทย,25,ส.ส.,2562
แอกทอง,สุรินทร์,ชูศักดิ์,พรรคกิจสังคม,19,ส.ส.,2538
แอกทอง,สุรินทร์,ชูศักดิ์,พรรคกิจสังคม,20,ส.ส.,2539
แอกทอง,สุรินทร์,ชูศักดิ์,พรรคเพื่อไทย,24,ส.ส.,2554
แอกทอง,สุรินทร์,ชูศักดิ์,พรรคไทยรักไทย,21,ส.ส.,2544
พรหมา,หนองบัวลำภู,ไชยา,พรรคเพื่อไทย,25,ส.ส.,2562
พรหมา,หนองบัวลำภู,ไชยา,พรรคชาติพัฒนา,19,ส.ส.,2538
พรหมา,หนองบัวลำภู,ไชยา,พรรคเสรีธรรม,21,ส.ส.,2544
พรหมา,หนองบัวลำภู,ไชยา,พรรคไทยรักไทย,22,ส.ส.,2548
พรหมา,หนองบัวลำภู,ไชยา,พรรคพลังประชาชน,23,ส.ส.,2550
พรหมา,หนองบัวลำภู,ไชยา,พรรคเพื่อไทย,24,ส.ส.,2554
พิทักษ์พรพัลลภ,อุบลราชธานี,ชูวิทย์,พรรคเพื่อไทย,25,ส.ส.,2562
พิทักษ์พรพัลลภ,อุบลราชธานี,ชูวิทย์,พรรคประชาธิปัตย์,19,ส.ส.,2538
พิทักษ์พรพัลลภ,อุบลราชธานี,ชูวิทย์,พรรคความหวังใหม่,20,ส.ส.,2539
พิทักษ์พรพัลลภ,อุบลราชธานี,ชูวิทย์,พรรคไทยรักไทย,21,ส.ส.,2544
พิทักษ์พรพัลลภ,อุบลราชธานี,ชูวิทย์,พรรคพลังประชาชน,23,ส.ส.,2550
พิทักษ์พรพัลลภ,อุบลราชธานี,ชูวิทย์,พรรคเพื่อไทย,24,ส.ส.,2554
โพธิพิพิธ,กาญจนบุรี,ธรรมวิชญ์,พรรคพลังประชารัฐ,25,ส.ส.,2562
โพธิพิพิธ,กาญจนบุรี,อัฏฐพล,พรรคพลังประชารัฐ,25,ส.ส.,2562
โพธิพิพิธ,กาญจนบุรี,ประชา,พรรคประชาธิปัตย์,19,ส.ส.,2538
โพธิพิพิธ,กาญจนบุรี,ประชา,พรรคประชาธิปัตย์,20,ส.ส.,2539
โพธิพิพิธ,กาญจนบุรี,ประชา,พรรคประชาธิปัตย์,21,ส.ส.,2544
โพธิพิพิธ,กาญจนบุรี,อัฏฐพล,พรรคประชาธิปัตย์,23,ส.ส.,2550
โพธิพิพิธ,กาญจนบุรี,ประชา,พรรคประชาธิปัตย์,24,ส.ส.,2554
โพธิพิพิธ,กาญจนบุรี,ธรรมวิชญ์,พรรคประชาธิปัตย์,24,ส.ส.,2554
อนรรฆพันธ์,เพชรบูรณ์,สุรศักดิ์,พรรคพลังประชารัฐ,25,ส.ส.,2562
อนรรฆพันธ์,เพชรบูรณ์,สมศักดิ์,,,นายก/รองนายก อบจ.,2555
อนรรฆพันธ์,เพชรบูรณ์,สุรศักดิ์,พรรคกิจสังคม,20,ส.ส.,2539
อนรรฆพันธ์,เพชรบูรณ์,สุรศักดิ์,พรรคไทยรักไทย,21,ส.ส.,2544
อนรรฆพันธ์,เพชรบูรณ์,ทวีศักดิ์,พรรคไทยรักไทย,21,ส.ส.,2544
อนรรฆพันธ์,เพชรบูรณ์,สุรศักดิ์,พรรคไทยรักไทย,22,ส.ส.,2548
อนรรฆพันธ์,เพชรบูรณ์,ทวีศักดิ์,พรรคไทยรักไทย,22,ส.ส.,2548
อนรรฆพันธ์,เพชรบูรณ์,สุรศักดิ์,พรรคพลังประชาชน,23,ส.ส.,2550
อนรรฆพันธ์,เพชรบูรณ์,สุรศักดิ์,พรรคเพื่อไทย,24,ส.ส.,2554
อนรรฆพันธ์,เพชรบูรณ์,ทวีศักดิ์,พรรคเพื่อไทย,24,ส.ส.,2554
อรรณนพพร,ขอนแก่น,สรัสนันท์,พรรคเพื่อไทย,25,ส.ส.,2562
อรรณนพพร,ขอนแก่น,บัลลังก์,พรรคเพื่อไทย,25,ส.ส.,2562
อรรณนพพร,ขอนแก่น,พงศกร,พรรคชาติพัฒนา,20,ส.ส.,2539
อรรณนพพร,ขอนแก่น,พงศกร,พรรคไทยรักไทย,21,ส.ส.,2544
อรรณนพพร,ขอนแก่น,พงศกร,พรรคไทยรักไทย,21,ส.ส.,2544
อรรณนพพร,ขอนแก่น,พงศกร,พรรคไทยรักไทย,22,ส.ส.,2548
อรรณนพพร,ขอนแก่น,ดวงแข,พรรคพลังประชาชน,23,ส.ส.,2550
อรรณนพพร,ขอนแก่น,ดวงแข,พรรคเพื่อไทย,24,ส.ส.,2554
อรรณนพพร,ขอนแก่น,พงศกร,พรรคเพื่อไทย,24,ส.ส.,2554
อรรณนพพร,ขอนแก่น,พงศกร,พรรคพลังประชาชน,57,ครม.,2551
พงษ์สมบัติ,ขอนแก่น,มุกดา,พรรคเพื่อไทย,25,ส.ส.,2562
พงษ์สมบัติ,ขอนแก่น,มุกดา,พรรคกิจสังคม,20,ส.ส.,2539
พงษ์สมบัติ,ขอนแก่น,มุกดา,พรรคไทยรักไทย,21,ส.ส.,2544
พงษ์สมบัติ,ขอนแก่น,มุกดา,พรรคไทยรักไทย,22,ส.ส.,2548
